gene_id,lfc_10cGy,padj_10cGy,deg_10cGy,dir_10cGy,lfc_100cGy,padj_100cGy,deg_100cGy,dir_100cGy,dose_category
AT1G03190,-0.0441945998020042,0.541405643813674,no,none,-0.0865490144244649,0.190266371496515,no,none,neither
AT1G03200,0.237774193427757,0.476478408162594,no,none,0.281462196556261,0.406075199242127,no,none,neither
AT1G03210,0.129224104594876,0.310318946890059,no,none,0.0609413524449301,0.69783483424638,no,none,neither
AT1G03220,0.29087176922342,0.44445479399606,no,none,0.510402198564076,0.149000003321331,no,none,neither
AT1G03230,0.0385689119802691,0.772170107562479,no,none,0.0487592231066123,0.72444968526063,no,none,neither
AT1G03240,0.726157009843255,,no,none,0.501331280939927,,no,none,neither
AT1G03250,-0.0020802581567611,0.976912349132059,no,none,0.070368270910282,0.169412412501901,no,none,neither
AT1G03260,-0.0377904251813337,0.715966612228695,no,none,0.00708982367177536,0.956419037205268,no,none,neither
AT1G03270,0.0502342126602155,0.699989797768128,no,none,-0.00455534575093963,0.978436006284849,no,none,neither
AT1G03280,0.0288579594265812,0.513044147948997,no,none,0.060170752724279,0.125485578856472,no,none,neither
AT1G03290,0.167862492642159,0.0736077999881561,no,none,0.111774218467652,0.286622370105576,no,none,neither
AT1G03300,-1.25708419214201,,no,none,-1.43734685471725,,no,none,neither
AT1G03310,-0.0373140782362376,0.663267618311888,no,none,-0.135626518761036,0.051641702084806,no,none,neither
AT1G03320,-0.191457956881671,,no,none,-0.347784219118855,0.581611560923161,no,none,neither
AT1G03330,-0.0715627916021558,0.224984583913556,no,none,0.0132852765652817,0.873323678508679,no,none,neither
AT1G03340,-0.1279940119241,0.354277630184593,no,none,-0.0824920350117856,0.606173173552899,no,none,neither
AT1G03350,0.072658505314849,0.204545881936828,no,none,0.0994674594074661,0.0742543702817475,no,none,neither
AT1G03360,-0.0654834999911897,0.498469500720456,no,none,-0.165248128819046,0.0502325508661344,no,none,neither
AT1G03365,0.0236895057817376,0.677681514729919,no,none,-0.032676540132096,0.568426411147738,no,none,neither
AT1G03370,0.192252102223769,0.0333698478174166,no,none,0.185472595067745,0.0457096409082023,no,none,neither
AT1G03380,0.1125370703632,0.0745094923666537,no,none,0.121029301313996,0.0576181684143083,no,none,neither
AT1G03390,1.6159326812628,,no,none,1.22611410324815,,no,none,neither
AT1G03400,0.0945761801640924,0.541815633183446,no,none,-0.0070239462150088,0.973639605522673,no,none,neither
AT1G03410,0.0585407780365202,0.836605366040732,no,none,-0.0661373695297958,0.828224791820758,no,none,neither
AT1G03430,0.167087816388308,0.0446292528084098,no,none,0.110238582371414,0.231443372061544,no,none,neither
AT1G03440,-0.0734640755261078,0.401460319037662,no,none,-0.117709152125498,0.155315432722928,no,none,neither
AT1G03445,0.0924343434617782,,no,none,0.58159460051269,,no,none,neither
AT1G03457,-0.00452777943839811,0.975964730343394,no,none,0.0245327795898674,0.87238670903297,no,none,neither
AT1G03470,-0.0444701642258121,0.76208602558994,no,none,-0.0986026186950333,0.468680303149056,no,none,neither
AT1G03475,-0.130851518785186,0.00280000986037307,no,none,-0.178672668036362,5.34036813344727e-05,no,none,neither
AT1G03495,0.357377956325654,0.0599037671428624,no,none,0.099586581713158,0.697439725822807,no,none,neither
AT1G03510,0.0966495699205103,0.645293950025157,no,none,-0.17269710949876,0.39766053885794,no,none,neither
AT1G03520,0.127099985647087,0.12066677577343,no,none,0.0351193275448569,0.750623073521135,no,none,neither
AT1G03530,-0.173700661340955,0.0249047805620961,no,none,-0.154034842257752,0.0544816277486094,no,none,neither
AT1G03540,0.0130593520480974,0.954621428366324,no,none,0.0644509767218238,0.766240893278523,no,none,neither
AT1G03545,0.0808380948324571,0.646215709183337,no,none,0.0579633431480225,0.770066077948242,no,none,neither
AT1G03550,0.11781098719854,0.358382605453123,no,none,0.101351206251732,0.468430701141818,no,none,neither
AT1G03560,0.0141443726820248,0.8855239599753,no,none,0.0671674619604779,0.408364246717244,no,none,neither
AT1G03590,0.230228702745767,0.000227035333077264,no,none,0.0957740662392364,0.178872081533788,no,none,neither
AT1G03600,-0.101637991532349,0.134663582647722,no,none,-0.160211178717658,0.0144838904310082,no,none,neither
AT1G03610,0.0498278277453811,0.539464117998307,no,none,-0.00604814997792811,0.956602905278844,no,none,neither
AT1G03620,0.145560282664207,0.563755341249832,no,none,0.17317846895804,0.503489539048427,no,none,neither
AT1G03630,-0.0905177041851106,0.227500623063105,no,none,-0.193640156822301,0.0051833827074377,no,none,neither
AT1G03650,-0.109206174481499,0.59017559597833,no,none,-0.10116509391544,0.6451408292238,no,none,neither
AT1G03660,0.133295972271386,,no,none,-0.415235206294998,0.386437402903938,no,none,neither
AT1G03670,0.564077582241864,,no,none,-0.669920695033015,,no,none,neither
AT1G03680,-0.0731910687829076,0.105851196889717,no,none,-0.0969702965008606,0.0289530319340964,no,none,neither
AT1G03687,-0.145703657154066,0.011099086410977,no,none,-0.148611318223549,0.0108795652429026,no,none,neither
AT1G03700,-0.74776150685046,,no,none,-0.989235290911648,,no,none,neither
AT1G03710,-0.340248929587998,,no,none,-0.0591124353843775,0.908987310186626,no,none,neither
AT1G03730,0.162797238988251,0.102450855935887,no,none,0.197543628508434,0.0437553101545262,no,none,neither
AT1G03740,0.288320543553926,0.000223781281732397,no,none,0.227200532950205,0.00489075665473953,no,none,neither
