gene_id,lfc_40cGy,padj_40cGy,deg_40cGy,dir_40cGy,lfc_80cGy,padj_80cGy,deg_80cGy,dir_80cGy,dose_category
AT1G01470,-0.00579017959679144,0.999808032263671,no,none,0.102973923156134,1,no,none,neither
AT1G01480,0.0208000751687465,,no,none,0.340983783532288,1,no,none,neither
AT1G01490,0.0273987835997028,0.999808032263671,no,none,0.0731219842362865,1,no,none,neither
AT1G01500,0.233348662537377,0.999808032263671,no,none,0.145801837191797,1,no,none,neither
AT1G01510,0.0652584071153976,0.999808032263671,no,none,0.0136695190340305,1,no,none,neither
AT1G01520,0.315630089864137,,no,none,0.12127896206484,1,no,none,neither
AT1G01540,0.146892382050793,0.999808032263671,no,none,0.0830032561311218,1,no,none,neither
AT1G01550,0.123757557323042,0.999808032263671,no,none,0.0791568064339933,1,no,none,neither
AT1G01560,0.561877852154945,,no,none,0.561270981149673,1,no,none,neither
AT1G01570,-0.55635534302292,,no,none,-0.0433967113632839,1,no,none,neither
AT1G01580,-0.628511616063844,,no,none,-0.310188216869994,1,no,none,neither
AT1G01600,0.404672944923287,0.999808032263671,no,none,0.09230431463896,1,no,none,neither
AT1G01610,0.0596312454711514,0.999808032263671,no,none,-0.0616763156373947,1,no,none,neither
AT1G01620,0.0712260799659225,0.999808032263671,no,none,-0.0173127401087327,1,no,none,neither
AT1G01630,-0.0261948201430257,0.999808032263671,no,none,-0.175038565070043,1,no,none,neither
AT1G01640,-0.380916088202055,0.999808032263671,no,none,-0.100673273482894,1,no,none,neither
AT1G01650,0.160682744867803,0.999808032263671,no,none,0.164371792952315,1,no,none,neither
AT1G01660,-0.20742300059165,,no,none,-0.0576060952799596,1,no,none,neither
AT1G01670,0.24375055988202,,no,none,0.396010229832191,1,no,none,neither
AT1G01680,-0.0217901359597768,,no,none,-1.18607809852506,1,no,none,neither
AT1G01690,-0.382536489368596,,no,none,-0.232410216045841,1,no,none,neither
AT1G01695,0.702015716691718,,no,none,0.593320252984796,1,no,none,neither
AT1G01700,-1.88715609871382,,no,none,-1.01913733151849,1,no,none,neither
AT1G01710,0.0374828352378902,0.999808032263671,no,none,-0.0559791780258653,1,no,none,neither
AT1G01715,0.0875189276844821,,no,none,0.214751635235256,1,no,none,neither
AT1G01720,-0.23925560623243,0.999808032263671,no,none,-0.0915721842786857,1,no,none,neither
AT1G01725,-0.0414590552423652,0.999808032263671,no,none,0.167346541192508,1,no,none,neither
AT1G01730,0.110378006844811,0.999808032263671,no,none,0.0698328889630523,1,no,none,neither
AT1G01740,0.104492639679031,0.999808032263671,no,none,-0.0516789359961931,1,no,none,neither
AT1G01750,-0.321193822962386,,no,none,0.255649294730239,1,no,none,neither
AT1G01760,0.153452451787142,0.999808032263671,no,none,-0.028462262284924,1,no,none,neither
AT1G01770,0.00918643414782571,0.999808032263671,no,none,0.142395180924248,1,no,none,neither
AT1G01780,-0.0838873613959442,0.999808032263671,no,none,-0.0326955764061448,1,no,none,neither
AT1G01790,0.151951216991387,0.999808032263671,no,none,-0.0929152703567361,1,no,none,neither
AT1G01800,0.0281626028313191,0.999808032263671,no,none,0.00832509442620168,1,no,none,neither
AT1G01810,0.292593593287827,,no,none,0.178464368920195,1,no,none,neither
AT1G01820,0.0167823912477081,0.999808032263671,no,none,0.0203739970267257,1,no,none,neither
AT1G01830,0.0577528385022819,0.999808032263671,no,none,-0.0646758456324431,1,no,none,neither
AT1G01840,0.91748617581244,,no,none,0.600720532026933,1,no,none,neither
AT1G01860,-0.00556576628350674,0.999808032263671,no,none,-0.0265149260686697,1,no,none,neither
AT1G01880,-0.0744953779913953,,no,none,0.281127071594497,1,no,none,neither
AT1G01900,-0.195013944551061,0.999808032263671,no,none,-0.309475174668754,1,no,none,neither
AT1G01910,0.0985839663621903,0.999808032263671,no,none,-0.0209551508567363,1,no,none,neither
AT1G01920,0.0144357718726666,0.999808032263671,no,none,0.0509557120271383,1,no,none,neither
AT1G01930,0.047130355242035,0.999808032263671,no,none,-0.0550297279125775,1,no,none,neither
AT1G01940,-0.200304968667385,0.999808032263671,no,none,-0.113029760124607,1,no,none,neither
AT1G01950,0.11234258199721,0.999808032263671,no,none,0.0773719591972813,1,no,none,neither
AT1G01960,0.0157620053697053,0.999808032263671,no,none,-0.0117075971438364,1,no,none,neither
AT1G01970,0.0393495639394277,0.999808032263671,no,none,0.0234588161898952,1,no,none,neither
AT1G01990,0.0340032956715464,0.999808032263671,no,none,-0.120059848488896,1,no,none,neither
AT1G02000,0.241786261759778,0.999808032263671,no,none,0.0701330938924113,1,no,none,neither
AT1G02010,0.351499446959656,0.996492218931512,no,none,0.246591151722685,1,no,none,neither
AT1G02020,-0.0595761365787427,0.999808032263671,no,none,0.0753608417199707,1,no,none,neither
AT1G02030,-0.822987901961941,,no,none,0.045734204252576,1,no,none,neither
AT1G02050,-0.156409305621334,0.999808032263671,no,none,-0.0291036141083888,1,no,none,neither
AT1G02060,-0.154016415386056,0.999808032263671,no,none,0.279286386881961,1,no,none,neither
AT1G02065,0.330620332801559,,no,none,-0.0544837537859546,1,no,none,neither
AT1G02070,-0.196893553222215,,no,none,0.775872398683437,1,no,none,neither
AT1G02080,0.0440106745881295,0.999808032263671,no,none,0.0647249452694454,1,no,none,neither
AT1G02090,-0.113228497370366,0.999808032263671,no,none,-0.117049526190567,1,no,none,neither
AT1G02100,-0.0584430111231293,0.999808032263671,no,none,0.00450099395822738,1,no,none,neither
AT1G02110,-0.053386260593808,0.999808032263671,no,none,-0.222503751223769,1,no,none,neither
AT1G02120,0.129860019518366,0.999808032263671,no,none,0.0261736052681393,1,no,none,neither
AT1G02130,-0.0196611600005579,0.999808032263671,no,none,0.0702646562875912,1,no,none,neither
AT1G02140,-0.0747412929520849,0.999808032263671,no,none,-0.0614208661197579,1,no,none,neither
AT1G02145,0.159503047577972,0.999808032263671,no,none,0.11599054811017,1,no,none,neither
AT1G02150,0.0818085474988133,0.999808032263671,no,none,-0.0135655143047744,1,no,none,neither
AT1G02160,0.0369734126985229,0.999808032263671,no,none,-0.0313390844495811,1,no,none,neither
AT1G02170,-0.0683555132108751,0.999808032263671,no,none,-0.036315408595852,1,no,none,neither
AT1G02180,-0.333760250402059,0.999808032263671,no,none,0.141072215449974,1,no,none,neither
AT1G02205,-0.122210094020856,0.999808032263671,no,none,-0.0954777376425269,1,no,none,neither
