gene_id,radiation_effect,genotype_interaction,Cs137_100cGy,Cs137_10cGy,GCR80,GCR40
AT1G68240,3.12370935660701,-4.10611840615887,-0.100254928725471,0.0195854778854908,,
AT1G68765,0.341888387995172,0.172059422122966,2.30220926723763,1.64487624924946,,
AT1G69890,1.01394057966493,-0.313983145990271,1.28059599315687,0.847823353901532,0.21187890015484,0.0560713193580314
AT1G70440,2.40995341604373,-2.95700262661284,1.27741920257244,0.93576540763223,0.495083921107945,0.844394174922413
AT1G71520,1.02023069449522,-1.60688936626856,3.11317004914034,2.29708611427421,0.424701469591033,-0.593856148432585
AT1G74400,1.02761907766157,-1.28110946424893,-0.0462551110295768,-0.0168349572643326,0.373585143968895,-0.0158580712589703
AT1G74440,1.53981275774898,-1.11614026620959,0.123298608843706,0.252226702997646,0.124491572981785,0.055078505160541
AT1G75700,1.74357781802561,-2.53527254582124,0.303744703146106,0.0481055316156437,-0.387233878382903,-0.684636997328336
AT1G76180,1.16355449630922,-1.68429871259647,0.341195472885698,0.122605294967419,0.15982624804281,0.164865960998013
AT1G76600,1.44713383258858,-0.362175834597359,1.08513034556101,1.10687011411983,0.15671900775588,0.00194520381841802
AT1G76650,2.06576652959602,0.0914792700855717,1.40490276498981,0.968971988832379,0.503857769751523,0.384146163191712
AT1G79680,2.7077857551982,-1.71955715959767,1.78560943911029,1.17967917540265,-1.62019708380115,-0.0096728220928502
AT1G80840,3.21222777259634,-0.43641105498805,1.22253185283653,1.28454607788096,0.168481638654026,0.0485886230077245
AT2G02240,2.41071297656965,-2.55461862562184,0.24572764519133,0.219219009801572,0.382946541617674,-0.705652040761401
AT2G02300,1.47602928700238,-3.35209910047532,,,0.240094850227525,0.389529343814019
AT2G04495,4.31224170527046,-1.32486875754869,0.065397075009413,-0.023169317483495,,
AT2G14247,0.957383558781622,-1.61372941499807,-1.09160471605216,-1.02251613001735,0.0295586600980831,-0.224843637668003
AT2G14610,3.79009053042182,-4.87009772168267,-0.154496025667953,-0.661976253794106,,
AT2G15490,1.11790004661165,-1.60482380664904,1.54892331860276,1.39048853360463,-1.20421080459647,-0.874426585224729
AT2G18000,1.89432833738527,-2.41886217227309,0.166785853502216,0.0827391253224355,-0.467894484327987,-0.0305727697220573
AT2G18190,3.1815590113178,-4.90152452015187,-0.178879921301806,-1.07503333511184,-0.783012570450725,-0.71325214944142
AT2G18193,4.48739795902378,-5.55656130028994,1.18419917805962,0.904345485903351,1.7326901693545,0.640633140603256
AT2G18600,2.15171342527794,-3.17214528192782,0.090458047362502,0.025902317187913,0.182942853954986,0.210418360648853
AT2G18660,4.14059462980157,-0.347087491012389,0.0891531444495419,-0.131847707973679,-1.16258016570462,-0.225026914653916
AT2G18680,1.26405063141869,-0.370960790757455,1.31480547888015,0.487145242627134,0.0894258413676789,0.293882368245514
AT2G18690,1.72252610936581,-0.828419089494458,1.09352060066515,0.880343984153206,0.286396523115966,0.180063691323852
AT2G19190,0.741630306449172,0.157599822040631,1.75544248765359,1.24597105925407,-0.342685869892671,-0.356785716102565
AT2G19800,-0.0764289970807709,-0.447910821725462,1.97350867152005,1.18544960800269,0.193334282085797,0.276957682380059
AT2G21640,1.82720391832701,-1.87120076609618,0.097188499312438,0.0630107384481472,-0.665433298064238,-0.854748237096427
AT2G21790,1.07378395220206,-1.68185078848547,-0.157442582681151,-0.233155693012791,-0.0411808605792546,-0.0637778843011608
AT2G21910,4.29414658364193,-3.45069518891793,0.460373562794541,0.354729259984707,0.33448856317363,0.308425580250303
AT2G22880,6.42761758880559,1.1239618224957,,,0.120536001377522,-0.702076268876508
AT2G23150,1.11427695701855,-1.7818532588725,0.0922299758892499,0.110432930423502,-0.117518072261794,-0.0940901084556677
AT2G23270,3.62064751190522,-1.41757424885451,-0.394852753733642,-0.0402659851457269,,
AT2G23830,3.05360911574729,-5.0099992486278,0.838859809423861,0.344582193701891,,
AT2G24255,5.26993873971136,-4.4188627109926,,,,
AT2G25370,3.84937376979835,-2.56579473730238,,,,
AT2G25460,1.60122979092888,-0.81286425738722,1.22343535329885,1.00523293440869,0.280932111724166,0.0857054085200678
AT2G25735,1.30134056053098,-0.394071200171364,1.2711857608012,1.36941988921365,0.367866741861395,0.22386144343127
AT2G26400,1.65853731668538,3.56343331135785,-0.0862322476261784,-0.198172739116557,,
