,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,
AT1G12610,4.66166692,0.536954373,0.397994175,1.349151337,0.177288362,0.395586849,no
AT4G17420,227.2879822,0.072455459,0.053706315,1.349105015,0.177303238,0.395586849,no
AT1G18690,94.41922331,0.094941669,0.070388277,1.348827874,0.177392259,0.395698778,no
AT3G52460,11.38762163,0.287670411,0.21327435,1.348827981,0.177392225,0.395698778,no
AT5G53430,327.2673645,-0.06205059,0.04601025,-1.348625347,0.177457335,0.395800591,no
AT2G45030,694.8415309,-0.054599506,0.040487215,-1.348561686,0.177477794,0.395802881,no
AT1G79985,198.4996154,0.068691962,0.05094979,1.348228545,0.177584886,0.395998354,no
AT3G04700,16.9094614,0.217309717,0.161199433,1.348079912,0.177632682,0.396051707,no
AT5G27893,6.202980792,-0.360677157,0.267558065,-1.348033207,0.177647702,0.396051707,no
AT1G14040,42.08261393,-0.142800227,0.105965526,-1.34761023,0.177783778,0.396264346,no
AT1G56710,17.32489918,-0.314074714,0.233110115,-1.347323409,0.177876096,0.396264346,no
AT1G61180,456.0405465,0.055444645,0.041147135,1.347472782,0.177828014,0.396264346,no
AT2G32550,25.81151695,-0.184133818,0.136662906,-1.347357696,0.177865058,0.396264346,no
AT3G24770,375.992518,-0.086367798,0.06410371,-1.347313558,0.177879267,0.396264346,no
AT4G26630,3291.135581,-0.04557398,0.033823397,-1.347409892,0.177848256,0.396264346,no
AT5G25460,2525.590888,-0.125350856,0.093024974,-1.347496809,0.17782028,0.396264346,no
AT1G63770,4743.290254,-0.064948007,0.048214529,-1.347062961,0.177959956,0.396356598,no
AT5G23190,7.057176481,0.448389981,0.332879559,1.347003649,0.177979057,0.396356598,no
AT5G42220,837.1417165,-0.055789162,0.041416903,-1.347014314,0.177975623,0.396356598,no
AT5G65970,31.81307871,0.179911714,0.133571107,1.346935859,0.178000891,0.396361884,no
AT3G61510,11.14038197,-0.27252501,0.202352263,-1.346785088,0.178049459,0.396426692,no
AT3G60720,45.69429657,-0.135564222,0.100666803,-1.346662632,0.178088912,0.396471196,no
AT5G51580,9.346829966,0.290782864,0.216011975,1.34614233,0.17825662,0.396801183,no
AT1G03000,525.9092277,-0.053984645,0.040124955,-1.345413232,0.178491824,0.397234824,no
AT1G27500,92.13616713,0.089832914,0.066777532,1.345256581,0.17854239,0.397234824,no
AT2G04100,92.8247116,0.217778788,0.161860583,1.345471418,0.178473045,0.397234824,no
AT3G53760,91.6717099,-0.091247435,0.067831598,-1.345205446,0.178558898,0.397234824,no
AT4G17650,378.699221,0.0928261,0.069001675,1.345273125,0.178537049,0.397234824,no
AT5G61290,130.8686538,0.135512457,0.100739583,1.345175881,0.178568443,0.397234824,no
AT5G03795,11.500158,-0.265642363,0.197511288,-1.344947757,0.178642106,0.397355293,no
AT5G45530,60.30169647,-0.131876755,0.098085897,-1.34450271,0.178785881,0.397631668,no
AT2G27170,764.7639878,0.047876799,0.035621847,1.344029108,0.178938974,0.39792523,no
AT4G29220,1474.812222,-0.04115429,0.030621596,-1.343962904,0.178960383,0.39792523,no
AT5G60460,117.1491728,0.094613996,0.07040187,1.343913116,0.178976484,0.39792523,no
AT3G66658,358.8739286,-0.056195293,0.041822607,-1.343658285,0.179058912,0.398065043,no
AT2G32950,968.8186714,-0.041877483,0.031171613,-1.34344933,0.179126523,0.398171889,no
AT5G12950,556.5314283,-0.118861207,0.088483574,-1.343313808,0.179170383,0.398225923,no
AT5G16850,8.553617566,0.305307752,0.227352644,1.342881905,0.179310217,0.398449759,no
ATMG01080,7.389404582,0.620133515,0.461780965,1.342917016,0.179298846,0.398449759,no
AT2G37555,5.88148589,0.402142493,0.299536953,1.342547188,0.179418641,0.398566286,no
AT3G12360,605.2651959,0.047078851,0.035068519,1.342481875,0.179439803,0.398566286,no
AT5G48050,6.566452551,-0.345713556,0.257515084,-1.342498271,0.179434491,0.398566286,no
AT5G57070,229.4210178,-0.075635558,0.056340242,-1.342478401,0.179440929,0.398566286,no
AT5G03970,130.0271471,-0.07918678,0.058993944,-1.3422866,0.179503086,0.398660873,no
AT3G14060,31.11228753,0.365608633,0.272528394,1.341543267,0.179744132,0.39915269,no
AT2G20770,100.3722965,0.104556767,0.077950647,1.34132007,0.179816556,0.39926999,no
AT2G22260,57.95728621,-0.126565888,0.094364784,-1.341240689,0.17984232,0.399283668,no
AT2G31840,637.4115865,-0.075039067,0.055952519,-1.341120443,0.179881351,0.399326797,no
AT1G23040,127.3926394,0.158441176,0.118158451,1.340921235,0.179946027,0.39936645,no
AT1G54020,36.72146699,0.476936586,0.35568811,1.340884252,0.179958036,0.39936645,no
AT2G02960,400.2396115,0.081098996,0.060477864,1.340969911,0.179930222,0.39936645,no
AT5G03905,272.7233803,-0.070453928,0.052549069,-1.340726459,0.180009281,0.399436652,no
AT5G15520,171.9056152,-0.094998668,0.07086421,-1.340573299,0.180059031,0.399503524,no
AT3G23190,7.889198293,0.320124913,0.238889599,1.340053794,0.180227857,0.399834548,no
AT5G40230,14.533837,0.268258376,0.200247124,1.339636599,0.180363519,0.400091936,no
AT4G12130,122.4851664,-0.101016605,0.075416036,-1.339457909,0.180421648,0.400177298,no
AT2G44510,105.6790305,-0.089614161,0.066912358,-1.339276692,0.180480614,0.400220919,no
AT5G39340,231.3839143,0.06898235,0.051506088,1.339304782,0.180471473,0.400220919,no
AT3G47990,353.7818994,0.055462849,0.041425834,1.338846871,0.180620529,0.400403799,no
AT4G00740,910.6834095,0.069492969,0.051904211,1.338869576,0.180613136,0.400403799,no
AT4G25515,93.46433488,-0.101662737,0.075933324,-1.33884217,0.180622059,0.400403799,no
AT1G17220,8491.739815,-0.063477379,0.047415231,-1.33875503,0.180650435,0.400423121,no
AT5G66920,285.7201819,0.091982062,0.068711282,1.338674809,0.180676561,0.400437452,no
AT4G36250,2128.634232,0.06620974,0.049482517,1.338043102,0.180882387,0.400850011,no
AT5G23770,38.85554781,-0.148563445,0.111036898,-1.337964653,0.180907959,0.400863068,no
AT1G35340,829.0241791,-0.041240362,0.030826005,-1.337843217,0.180947551,0.400907181,no
AT5G61760,179.6000012,0.070265426,0.05252513,1.337748743,0.180978356,0.40093182,no
AT5G59140,312.3913167,0.0582594,0.043581063,1.33680539,0.181286169,0.401570059,no
AT3G53540,500.123004,0.080482918,0.060212258,1.33665337,0.181335809,0.401615316,no
AT4G32530,879.9172503,0.046756914,0.034981402,1.336622056,0.181346036,0.401615316,no
AT4G36980,1308.738478,-0.056847575,0.042539821,-1.336337906,0.181438852,0.401777184,no
AT2G02410,161.8020892,-0.088190679,0.066016981,-1.335878703,0.181588923,0.401978392,no
AT3G02610,5.173980236,0.391024676,0.292703115,1.33590883,0.181579074,0.401978392,no
ATCG00340,272.1812842,-0.358765924,0.268544392,-1.335965055,0.181560696,0.401978392,no
AT1G11050,109.3320563,0.192748952,0.144330757,1.335466924,0.181723574,0.40220938,no
AT5G64310,194.6983476,0.248053934,0.185747133,1.335438829,0.181732763,0.40220938,no
AT2G30424,95.76892315,0.151683698,0.11360803,1.335149439,0.181827441,0.402331485,no
AT4G12700,252.1898,-0.060292968,0.045157607,-1.335167471,0.181821541,0.402331485,no
AT4G13630,211.4937996,0.06753892,0.050589058,1.335049948,0.18186,0.402359817,no
AT1G78700,207.0303653,0.06845361,0.051291546,1.3345983,0.182007855,0.402555759,no
AT2G04515,6.596661943,0.401502136,0.300837695,1.334613789,0.182002783,0.402555759,no
AT5G02800,289.9023928,0.055702663,0.041735456,1.33466044,0.181987507,0.402555759,no
AT1G23450,9.659142496,0.2931369,0.219692064,1.3343081,0.182102904,0.402662721,no
AT4G29890,194.6160498,0.069602397,0.052164141,1.33429586,0.182106914,0.402662721,no
AT5G50780,194.1881704,0.080260018,0.060152775,1.334269579,0.182115524,0.402662721,no
AT2G32590,83.01949878,-0.110759608,0.083022307,-1.334094564,0.182172867,0.402745789,no
AT1G49360,128.7580153,0.084816402,0.06358376,1.333931848,0.182226193,0.402792133,no
AT3G54510,35.17038052,-0.167620871,0.125675805,-1.333756093,0.182283805,0.402792133,no
AT4G33740,461.0211441,0.054312176,0.04072205,1.333728935,0.182292708,0.402792133,no
AT4G37480,167.7130829,-0.070131557,0.052576472,-1.33389622,0.18223787,0.402792133,no
AT5G57580,765.7484342,0.0761841,0.057118549,1.333789127,0.182272975,0.402792133,no
AT1G67930,503.2601677,0.080391826,0.060296814,1.333268225,0.182443797,0.403067133,no
AT2G33740,336.2475894,-0.058436367,0.043830713,-1.333228759,0.182456744,0.403067133,no
AT3G52990,1820.879774,0.049335555,0.037015347,1.332840564,0.182584131,0.403261069,no
AT3G62310,912.7524369,-0.046249594,0.034699277,-1.332869103,0.182574763,0.403261069,no
AT5G45970,15.42810761,-0.235899276,0.177001815,-1.332750603,0.182613661,0.40328256,no
AT5G04690,34.03120579,-0.149551188,0.112230264,-1.332538857,0.182683182,0.403392351,no
AT3G05070,316.7469324,-0.054892068,0.041196954,-1.332430266,0.182718842,0.403427357,no
AT5G59430,637.0584659,0.081453353,0.061136296,1.332323982,0.18275375,0.403460695,no
AT4G34350,8946.401953,-0.041631801,0.031253154,-1.332083174,0.182832859,0.403591597,no
AT5G36950,339.1170458,-0.05975856,0.044866941,-1.331906291,0.182890984,0.403676155,no
AT4G17085,30.66442141,-0.174858908,0.131330696,-1.331439742,0.18304436,0.403970909,no
AT5G60790,2845.709991,-0.048224292,0.036223344,-1.331304281,0.18308891,0.404025452,no
AT1G16220,54.11344622,-0.129768461,0.097486431,-1.331143831,0.183141689,0.404054368,no
AT1G20350,14.4567847,0.253453998,0.190403076,1.331144448,0.183141486,0.404054368,no
AT1G49340,1497.036939,-0.049190917,0.036966874,-1.330675605,0.183295773,0.404101004,no
AT2G13810,11.91302806,0.536870009,0.403452862,1.330688314,0.18329159,0.404101004,no
AT4G08590,56.11349782,0.125979054,0.094662792,1.330819125,0.183248534,0.404101004,no
AT5G07780,5.000338908,-0.383821142,0.288401611,-1.330856444,0.183236251,0.404101004,no
AT5G24780,710.0914166,0.539833638,0.405579369,1.331018487,0.183182928,0.404101004,no
AT5G35400,104.6258427,-0.087705423,0.065902917,-1.330827639,0.183245731,0.404101004,no
AT5G64230,131.9128954,0.116975187,0.087907805,1.330657579,0.183301707,0.404101004,no
AT3G60620,482.2186653,-0.048444308,0.036409438,-1.330542573,0.183339569,0.40414073,no
AT3G20200,88.39921318,-0.119285622,0.089664366,-1.330357046,0.18340066,0.404187907,no
AT5G09330,734.0479704,-0.052130234,0.039183774,-1.330403614,0.183385324,0.404187907,no
AT5G27840,455.1617689,0.051035581,0.038364572,1.330278912,0.183426393,0.404200883,no
AT3G02850,19.33831107,-0.203153949,0.15273184,-1.330134888,0.183473832,0.404261685,no
AT1G76740,63.72638574,-0.131719277,0.099035271,-1.330023897,0.183510398,0.404298516,no
AT1G48760,326.2321873,0.059119941,0.044455343,1.329872552,0.183560266,0.404364644,no
AT1G20760,798.6255927,0.062344843,0.046898148,1.329366836,0.183726974,0.404661928,no
AT1G70505,131.8729587,-0.08715407,0.06556178,-1.329342641,0.183734952,0.404661928,no
AT4G39280,860.4200609,-0.052137962,0.039237384,-1.328782827,0.18391963,0.405024869,no
AT5G50640,217.2981157,0.108894039,0.081959081,1.328639092,0.183967068,0.40508554,no
AT1G15960,228.5523418,-0.100056589,0.07531202,-1.32856068,0.183992952,0.405098187,no
AT3G60150,58.2514964,0.117479592,0.088430175,1.328501193,0.18401259,0.405098187,no
AT1G15270,997.6327273,-0.069300793,0.052174467,-1.328251105,0.184095167,0.405236178,no
AT3G60410,399.068183,0.058758835,0.044241979,1.328124019,0.18413714,0.40528477,no
AT2G25100,219.8394787,-0.070407099,0.053018885,-1.327962638,0.18419045,0.405358302,no
AT3G27410,3.745989896,0.455889538,0.343405951,1.327552821,0.184325879,0.405568706,no
AT5G23950,8.06850338,0.343874039,0.259018053,1.327606457,0.18430815,0.405568706,no
AT2G41990,77.6160804,0.343214495,0.258583151,1.327288701,0.1844132,0.405673189,no
AT3G07360,1105.405758,0.068910158,0.051915965,1.327340402,0.184396105,0.405673189,no
AT4G21460,319.464305,-0.051281037,0.038642336,-1.32706875,0.184485942,0.405745563,no
AT5G23430,251.6553683,-0.058071463,0.043757976,-1.327105775,0.184473695,0.405745563,no
AT3G13480,356.2100773,0.067040147,0.05052457,1.326882107,0.184547684,0.405837533,no
AT5G23860,871.5615617,-0.061246926,0.046161079,-1.326808807,0.184571936,0.405847048,no
AT5G08630,379.3016169,0.057756071,0.043536397,1.326615771,0.184635816,0.405943686,no
AT1G28100,184.0203512,-0.087107465,0.065673785,-1.32636584,0.184718548,0.406006907,no
AT2G01460,275.1308433,0.054525317,0.041111218,1.326288044,0.184744305,0.406006907,no
AT5G17900,587.1697225,0.047357346,0.03570591,1.32631671,0.184734814,0.406006907,no
AT5G61930,88.92982758,0.100309668,0.075623584,1.32643367,0.184696092,0.406006907,no
AT1G79330,4.683212037,0.422484769,0.318605475,1.326043656,0.184825237,0.406140946,no
AT1G04357,11.351839,-0.258759858,0.195176272,-1.32577518,0.184914177,0.406168494,no
AT1G18040,120.3872343,-0.079177172,0.059716231,-1.325890309,0.184876034,0.406168494,no
AT1G20010,1717.927089,0.079134065,0.059689388,1.325764389,0.184917752,0.406168494,no
AT2G45940,6.429630907,0.497173332,0.374977329,1.325875707,0.184880871,0.406168494,no
AT5G53870,56.13326442,0.227664928,0.171731233,1.325704848,0.184937481,0.406168494,no
AT3G47830,38.63728498,-0.151510548,0.114309748,-1.325438561,0.185025735,0.406318508,no
AT5G02760,142.2388478,0.198182159,0.149552854,1.325164678,0.185116538,0.406474088,no
AT2G14860,91.23058782,-0.103912647,0.078422974,-1.325028146,0.185161816,0.406477545,no
AT3G21540,352.5175099,-0.078858218,0.059519264,-1.32491924,0.185197939,0.406477545,no
AT4G03070,183.1817398,-0.131509234,0.099253975,-1.324977007,0.185178778,0.406477545,no
AT5G35490,101.7283915,0.130457684,0.098456754,1.325025246,0.185162778,0.406477545,no
AT1G75400,280.4148614,0.055507876,0.041904181,1.324638135,0.185291201,0.406638421,no
AT5G16300,910.3012698,0.075061232,0.056677865,1.324348274,0.185387405,0.406761894,no
AT5G47610,212.8893105,-0.110393081,0.083354635,-1.324378444,0.18537739,0.406761894,no
AT1G26840,41.6381317,-0.140374787,0.106004735,-1.324231287,0.185426243,0.406803287,no
AT5G11170,2427.459237,-0.039469602,0.029810306,-1.324025379,0.185494616,0.406909461,no
AT4G03550,1170.829249,0.081307433,0.061419672,1.323801177,0.185569085,0.407028982,no
AT5G14590,643.8625548,-0.063654693,0.048090039,-1.323656495,0.185617153,0.407090576,no
AT1G33615,28.20308556,0.184886296,0.139693561,1.323513372,0.185664712,0.40715104,no
AT4G07960,45.07382051,0.160546533,0.12133024,1.323219452,0.185762409,0.407268129,no
AT5G15490,958.0708952,0.070602899,0.053358811,1.32317228,0.185778092,0.407268129,no
AT5G55620,1632.826075,-0.094753482,0.071607066,-1.323242053,0.185754895,0.407268129,no
AT2G38820,140.0651602,0.088216189,0.06668438,1.32289135,0.185871512,0.407385232,no
AT5G38690,223.2087677,-0.073490647,0.055552591,-1.32290225,0.185867887,0.407385232,no
AT2G31730,124.8884565,0.148439748,0.112228027,1.322662007,0.185947804,0.407508593,no
AT5G44750,830.0110961,-0.065951638,0.049870631,-1.322454467,0.186016862,0.407616078,no
AT5G01545,7.573039346,-0.318061195,0.240522655,-1.322375204,0.186043241,0.407630028,no
AT4G20060,121.8504697,0.106683185,0.080694653,1.322060151,0.186148122,0.407815956,no
AT1G60680,5.46196748,0.372625775,0.28192762,1.321707232,0.18626566,0.407977305,no
AT1G79480,13.76557822,-0.252430049,0.191011288,-1.32154519,0.186319645,0.407977305,no
AT2G16485,1079.775353,-0.047735069,0.036123314,-1.321447649,0.186352147,0.407977305,no
AT3G22415,18.54877241,-0.213749667,0.161736976,-1.321588124,0.18630534,0.407977305,no
AT4G15660,44.09069954,-0.295080235,0.223305725,-1.321418138,0.186361982,0.407977305,no
AT4G24560,611.1711564,0.037208333,0.028150619,1.321758974,0.186248424,0.407977305,no
AT5G45580,7.563314081,0.320673205,0.242654787,1.321520209,0.186327969,0.407977305,no
AT1G16700,711.083216,-0.043106815,0.032636485,-1.320816722,0.186562483,0.408372342,no
AT5G42320,377.9557441,0.081366904,0.061606623,1.32074929,0.186584973,0.408377685,no
AT4G14548,47.26375653,0.149662376,0.113384403,1.319955589,0.186849846,0.40891347,no
AT3G57300,1233.585114,0.039018144,0.029565947,1.319698808,0.186935598,0.409057184,no
AT3G25905,17.14002917,0.22219905,0.168420435,1.3193117,0.187064928,0.409226938,no
AT4G21710,1115.627837,-0.046608814,0.035328812,-1.319286201,0.187073449,0.409226938,no
AT5G54880,91.69631055,-0.095986281,0.072755369,-1.319301685,0.187068275,0.409226938,no
AT2G15860,537.1943605,0.058081537,0.044033609,1.319027386,0.187159957,0.409372208,no
AT2G22510,24.08798949,0.259887169,0.19706713,1.318774817,0.187244406,0.409512945,no
AT1G55280,88.49752945,0.098208063,0.074479926,1.318584334,0.187308114,0.409608296,no
AT4G10750,289.4742795,-0.059957316,0.045474589,-1.318479548,0.187343167,0.409640969,no
AT2G25940,8.408542344,0.361674931,0.274330149,1.318392937,0.187372144,0.409660351,no
AT1G67260,28.84093404,0.19195133,0.145607773,1.318276669,0.187411048,0.409701431,no
AT2G24630,200.3522052,-0.068432167,0.0519146,-1.318168051,0.187447398,0.409736918,no
AT1G09290,156.1148542,-0.072042954,0.054656606,-1.318101483,0.187469678,0.409741646,no
AT4G04470,269.694695,0.060037452,0.045551505,1.318012465,0.187499475,0.409762802,no
AT1G06980,89.66866729,-0.164015809,0.124478263,-1.317626104,0.187628843,0.409957549,no
AT4G28556,5.960570984,0.378340754,0.287128225,1.317671762,0.187613551,0.409957549,no
AT1G73820,93.46799836,-0.090655069,0.068816526,-1.31734445,0.187723192,0.410088532,no
AT4G12590,556.7105734,0.047872094,0.036340329,1.317326939,0.187729059,0.410088532,no
AT5G61340,234.5365476,0.085849035,0.065185244,1.317001056,0.187838271,0.410283099,no
AT3G49580,22.93466771,0.371813085,0.282424647,1.316503673,0.188005046,0.410603344,no
AT1G79520,627.5076544,-0.141268919,0.107334818,-1.31615185,0.188123081,0.410608509,no
AT2G02240,12.28646432,0.25784374,0.195906227,1.316158982,0.188120688,0.410608509,no
AT2G32280,29.04813225,0.170008511,0.12917244,1.316136095,0.188128368,0.410608509,no
AT3G29760,870.4862691,0.051346521,0.039005246,1.316400394,0.18803969,0.410608509,no
AT5G08260,354.998712,0.104793911,0.079619522,1.316183621,0.18811242,0.410608509,no
AT5G62560,237.2368812,0.101102798,0.076814807,1.316188917,0.188110643,0.410608509,no
AT1G22900,34.72672465,-0.225320245,0.171244754,-1.315778963,0.188248242,0.410782108,no
AT3G51320,107.2856634,-0.087502172,0.066501778,-1.315786953,0.18824556,0.410782108,no
AT1G68080,96.35035417,0.096416905,0.073288009,1.315589096,0.188311995,0.410815995,no
AT2G46915,1041.728314,-0.039698386,0.030173991,-1.315649139,0.188291833,0.410815995,no
AT4G18740,430.8546115,0.049049685,0.037284475,1.315552515,0.18832428,0.410815995,no
AT5G03680,48.62827646,0.158617193,0.120582623,1.315423307,0.188367677,0.410866656,no
AT5G14250,457.1751204,-0.047211818,0.035893227,-1.315340574,0.188395468,0.410883273,no
AT5G44870,696.6217141,0.0689348,0.052412233,1.315242578,0.18842839,0.410911075,no
AT1G12570,117.3764391,-0.143848709,0.109402806,-1.314853929,0.188558999,0.411107867,no
AT3G24810,30.55133734,-0.154643839,0.117612263,-1.31486152,0.188556447,0.411107867,no
AT3G23840,251.8717423,-0.098493074,0.074921434,-1.314618119,0.188638278,0.411236694,no
AT1G07150,38.33156192,0.197038516,0.14993719,1.314140373,0.18879897,0.41154296,no
AT1G53340,3.776781702,0.451641333,0.343817632,1.313607247,0.188978409,0.411840155,no
AT2G01940,83.11054078,0.108056489,0.082270146,1.313434999,0.189036411,0.411840155,no
AT2G09250,12.41221822,-0.401534888,0.305675925,-1.313596708,0.188981957,0.411840155,no
AT2G43610,17.79007466,-0.294006575,0.223835657,-1.31349303,0.189016868,0.411840155,no
AT5G26800,163.9466966,-0.091888651,0.06996027,-1.313440484,0.189034563,0.411840155,no
AT2G45790,890.580855,-0.039897793,0.030382251,-1.313194124,0.189117543,0.411972847,no
AT1G10750,38.40687984,-0.158429675,0.120714669,-1.312431013,0.189374749,0.412404472,no
AT3G19650,213.5553236,-0.065686101,0.05004504,-1.312539682,0.189338106,0.412404472,no
AT4G16650,501.4401263,-0.042252312,0.032194052,-1.312426041,0.189376425,0.412404472,no
AT1G55160,303.6813973,0.054950142,0.041881798,1.312029212,0.189510278,0.412570316,no
AT1G80620,486.3606958,-0.056839285,0.043321304,-1.312040032,0.189506628,0.412570316,no
AT4G17470,500.8924725,0.495322929,0.377559111,1.311908294,0.189551079,0.412570316,no
AT4G28180,45.85694567,-0.133161445,0.101493501,-1.312019419,0.189513582,0.412570316,no
AT5G49290,25.20163597,0.176538644,0.134567145,1.311900052,0.18955386,0.412570316,no
AT1G02475,842.711369,0.05018726,0.038258739,1.311785543,0.189592504,0.412610335,no
AT1G68680,152.681274,-0.073647748,0.056161694,-1.311351968,0.189738879,0.412850168,no
AT3G49300,8.761313548,-0.310489877,0.236773152,-1.311339037,0.189743245,0.412850168,no
AT2G46530,199.0724164,-0.132995985,0.101430011,-1.311209413,0.189787023,0.412901312,no
AT1G77310,80.65176474,-0.101507062,0.077420755,-1.311109175,0.189820881,0.412930867,no
AT5G18260,72.49444745,0.116812859,0.089098878,1.311047474,0.189841725,0.412932107,no
AT2G27100,899.8733284,-0.03468149,0.026454541,-1.310984393,0.189863036,0.412934365,no
AT5G01210,86.96052823,0.475295777,0.36259019,1.310834628,0.189913641,0.41297751,no
AT5G13950,944.9715486,-0.035142737,0.026810028,-1.310805672,0.189923426,0.41297751,no
AT1G12680,276.6134916,0.059886714,0.045695087,1.310572261,0.190002316,0.41310495,no
AT1G77990,154.271914,0.079874091,0.060951746,1.31044795,0.190044341,0.413108126,no
AT2G20390,160.3307222,-0.079604171,0.060745124,-1.310461915,0.19003962,0.413108126,no
AT2G22860,34.53117025,0.337676477,0.257693238,1.310381598,0.190066776,0.413112804,no
AT1G62850,334.0758519,-0.054448634,0.041555512,-1.31026263,0.190107005,0.413156154,no
AT3G04420,30.63783624,0.226826055,0.173131524,1.31013723,0.190149416,0.413204236,no
AT1G30130,260.5571756,-0.059331983,0.04528943,-1.31006248,0.1901747,0.413215094,no
AT4G28600,630.7587463,0.042875015,0.032729508,1.309980426,0.190202458,0.413231323,no
AT1G76065,40.07679011,0.156671293,0.11960393,1.309917599,0.190223713,0.413233424,no
AT5G38600,358.6998356,0.056427036,0.043081435,1.309776142,0.190271577,0.413293321,no
AT1G42540,729.8802088,0.06661058,0.050861604,1.309643712,0.190316394,0.413302517,no
AT1G68600,1127.300354,0.197224856,0.150588683,1.309692419,0.190299909,0.413302517,no
AT2G14520,139.6963997,-0.099973461,0.076341096,-1.309562825,0.190343772,0.413317904,no
AT5G53592,13.44345198,0.25558772,0.195184584,1.309466734,0.190376299,0.413344468,no
AT2G35720,343.196999,-0.062731485,0.047916889,-1.309172752,0.19047584,0.413488661,no
AT3G15940,506.4133385,0.04484261,0.034254711,1.309093203,0.190502781,0.413488661,no
AT3G21710,12.64646636,0.247200875,0.188834025,1.309090747,0.190503613,0.413488661,no
AT5G45470,227.8333769,0.14421417,0.110174906,1.308956595,0.190549054,0.413543221,no
AT1G09170,32.35571855,0.159230997,0.121684373,1.308557483,0.190684291,0.413719029,no
AT1G11925,3.896484545,0.70906585,0.541928557,1.308412042,0.19073359,0.413719029,no
AT1G49520,113.057994,0.137418946,0.105027344,1.308411131,0.190733899,0.413719029,no
AT2G32450,451.4540286,0.052834565,0.040387896,1.30817821,0.190812871,0.413719029,no
AT3G19430,4.024832292,-0.426255552,0.325820732,-1.308251776,0.190787926,0.413719029,no
AT3G58220,373.217613,-0.055823384,0.042671784,-1.308203652,0.190804244,0.413719029,no
AT5G09350,199.6825459,-0.070163216,0.053631882,-1.30823706,0.190792916,0.413719029,no
AT5G10800,121.0192077,-0.090912935,0.069481573,-1.308446696,0.190721843,0.413719029,no
AT5G59580,13.6337135,0.465161385,0.355555486,1.308266652,0.190782882,0.413719029,no
AT1G08250,292.4007342,-0.106784138,0.081644227,-1.30792025,0.19090036,0.413776998,no
AT1G62660,1023.61031,0.204460564,0.156317259,1.307984579,0.19087854,0.413776998,no
AT1G69572,12.08953948,0.476154182,0.364074272,1.307849023,0.190924523,0.413776998,no
AT2G23310,371.1710166,0.049533201,0.037875213,1.307799917,0.190941182,0.413776998,no
AT3G09190,34.13475208,-0.149215446,0.114089109,-1.307885106,0.190912282,0.413776998,no
AT5G44030,220.0513781,-0.120549397,0.092181518,-1.307739334,0.190961737,0.413777517,no
AT2G40970,67.84187907,0.120837823,0.092407471,1.30766292,0.190987665,0.413789679,no
AT2G26270,80.30152309,-0.10324859,0.078966091,-1.307505405,0.19104112,0.41386147,no
AT2G32600,276.8869983,-0.060917441,0.046598816,-1.307274416,0.19111953,0.4139873,no
AT1G04833,69.33917141,-0.405497433,0.310213217,-1.307157178,0.191159336,0.414022681,no
AT2G46490,215.7534931,0.090533075,0.069262199,1.307106577,0.191176518,0.414022681,no
AT4G39530,25.27825606,0.174833277,0.133765103,1.307017104,0.191206903,0.41404446,no
AT5G23370,14.59389731,-0.244599523,0.187155018,-1.306935425,0.191234644,0.414060511,no
AT1G16500,119.9863072,0.109467623,0.083791552,1.306427911,0.191407079,0.414213705,no
AT2G32680,139.1081535,0.191498905,0.146578524,1.3064595,0.191396343,0.414213705,no
AT2G33380,2160.769913,0.317785946,0.243228534,1.306532341,0.191371588,0.414213705,no
AT3G47700,147.4347093,0.072034163,0.055135428,1.306495037,0.191384266,0.414213705,no
AT4G02560,493.5995042,-0.049652941,0.038001963,-1.306588844,0.191352387,0.414213705,no
AT1G04090,7.49539133,0.31588148,0.241829736,1.306214386,0.191479662,0.414326756,no
AT1G74670,442.5617019,-0.202895654,0.155353321,-1.306027142,0.191543327,0.414402681,no
AT3G12570,434.5954945,0.051223698,0.039222076,1.305991518,0.191555442,0.414402681,no
AT2G25625,127.9229295,0.226706789,0.173597906,1.305930434,0.191576216,0.414403607,no
AT3G21810,284.0492929,0.09462141,0.072473543,1.305599329,0.191688849,0.414603215,no
AT1G19397,32.43484309,0.164218473,0.125805927,1.305331766,0.191779902,0.414712076,no
AT5G07950,92.46932661,0.091463265,0.070066001,1.305387263,0.191761013,0.414712076,no
AT1G10520,24.09408143,-0.177764097,0.136200244,-1.30516724,0.191835907,0.414789145,no
AT1G70580,3160.207594,-0.06335643,0.048545947,-1.305081765,0.191865007,0.414808032,no
AT5G56650,433.2967016,-0.053161436,0.040736475,-1.305008236,0.191890043,0.414818128,no
AT3G02720,1387.19813,-0.054524921,0.041784459,-1.304909119,0.191923796,0.414847063,no
AT1G29640,41.43862522,0.219174711,0.168024616,1.304420246,0.192090336,0.415162984,no
AT1G32260,87.58573846,-0.100957091,0.0774009,-1.304340021,0.192117675,0.415178017,no
AT1G78140,731.4710344,-0.045789304,0.035115627,-1.303958051,0.192247885,0.415415333,no
AT5G08230,392.9121879,-0.046989729,0.036038772,-1.303865994,0.192279277,0.415439091,no
AT4G38850,112.1743266,0.12968631,0.099469141,1.303784357,0.192307118,0.415455173,no
AT2G37290,9.562179765,0.290504545,0.222859813,1.303530419,0.192393738,0.415598225,no
AT1G73680,429.2737563,0.105604007,0.081023669,1.303372315,0.192447684,0.41567067,no
AT5G46850,69.210672,0.108448428,0.083212342,1.303273357,0.192481454,0.415699528,no
