,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,
AT1G07370,222.6036404,-0.285480313,0.065371211,-4.367064749,1.26E-05,0.000671437,yes
AT2G28120,41.4399536,0.79690379,0.182643793,4.363158354,1.28E-05,0.000681759,yes
AT1G23740,7315.989288,-0.175957116,0.040406285,-4.354696645,1.33E-05,0.000702764,yes
AT1G51805,4288.151323,0.297645981,0.068351389,4.354644223,1.33E-05,0.000702764,yes
AT1G58520,2857.962156,-0.421431229,0.096748524,-4.35594477,1.32E-05,0.000702764,yes
AT3G55470,128.1840087,0.306322913,0.07035959,4.353676794,1.34E-05,0.000702764,yes
AT4G03520,2746.344559,-0.114540003,0.026307834,-4.353836254,1.34E-05,0.000702764,yes
AT1G14780,16.63969473,0.965021207,0.221886976,4.34915661,1.37E-05,0.000715561,yes
AT4G32420,1129.57424,-0.148383858,0.034136992,-4.346717375,1.38E-05,0.000721707,yes
AT4G35460,359.0829926,-0.197248604,0.045387507,-4.345878798,1.39E-05,0.000722617,yes
AT2G32180,223.9621883,-0.299143561,0.068850856,-4.344805244,1.39E-05,0.000724307,yes
AT1G12230,959.068051,-0.117613597,0.027076349,-4.343776089,1.40E-05,0.00072564,yes
AT5G23310,547.5377341,-0.207274517,0.04772299,-4.343284379,1.40E-05,0.00072564,yes
AT1G14030,753.0988981,-0.199522868,0.045949733,-4.34219865,1.41E-05,0.000727128,yes
AT1G80850,168.4859113,-0.327562757,0.075454978,-4.341168302,1.42E-05,0.000727128,yes
AT4G33440,116.4123328,-0.282671195,0.065112175,-4.341295536,1.42E-05,0.000727128,yes
AT5G58320,242.280005,0.294590973,0.067901964,4.338474988,1.43E-05,0.000734245,yes
AT5G18570,1080.045385,-0.219181933,0.050527092,-4.337909137,1.44E-05,0.000734292,yes
AT1G07070,250.4260076,-0.261034002,0.060210442,-4.33536102,1.46E-05,0.000739146,yes
AT4G30600,1647.903967,0.220420247,0.050836805,4.335839909,1.45E-05,0.000739146,yes
AT1G71520,7.194782571,2.157284972,0.49832328,4.329087276,1.50E-05,0.000758197,yes
AT4G36130,1608.614971,-0.228497176,0.052786994,-4.328664269,1.50E-05,0.000758197,yes
AT4G33760,788.5568384,-0.189300607,0.043742834,-4.327579882,1.51E-05,0.000760052,yes
AT3G20230,800.1323341,-0.173512154,0.040131562,-4.323583343,1.54E-05,0.000770936,yes
AT5G23240,98.25358014,0.694744504,0.160695595,4.323357498,1.54E-05,0.000770936,yes
AT1G74070,1201.60884,-0.247464357,0.057261057,-4.321686813,1.55E-05,0.00077299,yes
AT4G00300,786.5962377,0.277161812,0.064129716,4.32189363,1.55E-05,0.00077299,yes
AT2G45170,121.5328718,0.4599052,0.106504542,4.318174519,1.57E-05,0.000783471,yes
AT5G16715,1628.576421,-0.163667572,0.037915282,-4.316665024,1.58E-05,0.000786921,yes
AT4G13670,1089.138336,-0.168228065,0.038979783,-4.315777323,1.59E-05,0.000788168,yes
AT3G22260,115.9624384,0.285315483,0.066145979,4.313421437,1.61E-05,0.000794685,yes
AT3G27850,5177.177326,-0.240861677,0.05585088,-4.312585188,1.61E-05,0.000795766,yes
AT5G03740,698.26278,-0.161059604,0.037355095,-4.31158327,1.62E-05,0.00079745,yes
AT1G32990,3378.544088,-0.206496937,0.047920012,-4.309200485,1.64E-05,0.000804147,yes
AT3G54210,4143.714959,-0.220016466,0.051078901,-4.307384496,1.65E-05,0.000808827,yes
AT1G01230,290.0674292,0.195710078,0.045453271,4.305742442,1.66E-05,0.000811364,yes
AT5G05740,1480.448213,-0.172211234,0.039996758,-4.305629857,1.67E-05,0.000811364,yes
AT3G49470,1184.048915,-0.141602881,0.032924478,-4.3008391,1.70E-05,0.000823199,yes
AT5G24430,273.5635329,0.283514786,0.065913697,4.301303029,1.70E-05,0.000823199,yes
AT5G49015,43.12056627,0.502626949,0.116854941,4.301289637,1.70E-05,0.000823199,yes
AT5G20720,7785.008038,-0.234535684,0.05454911,-4.299532704,1.71E-05,0.000826104,yes
AT1G73060,1607.314507,-0.165040106,0.038409391,-4.296868585,1.73E-05,0.000834114,yes
AT2G21385,1479.240479,-0.146222745,0.034043653,-4.295154395,1.75E-05,0.000838603,yes
AT5G12420,93.15891754,0.426114855,0.099225652,4.294402163,1.75E-05,0.000839472,yes
AT4G38660,409.8482934,-0.254501075,0.059276091,-4.293486129,1.76E-05,0.000840966,yes
AT5G57660,1847.786883,0.222564006,0.051878896,4.290068298,1.79E-05,0.000852013,yes
AT2G39400,126.5328286,0.475999936,0.111010131,4.287896356,1.80E-05,0.000856373,yes
AT3G02380,1319.992658,-0.270324114,0.063036942,-4.288344375,1.80E-05,0.000856373,yes
AT3G04640,41.12263739,0.734975505,0.171533182,4.284742434,1.83E-05,0.000866592,yes
AT1G64780,1990.391411,-0.303179952,0.070786343,-4.283028891,1.84E-05,0.000869253,yes
AT2G32650,384.7323247,-0.237562589,0.055464284,-4.283163371,1.84E-05,0.000869253,yes
AT1G18080,4072.545877,-0.186009102,0.043448073,-4.281181908,1.86E-05,0.000873595,yes
AT2G05790,1314.724629,-0.144093081,0.033659587,-4.280892749,1.86E-05,0.000873595,yes
AT3G47160,95.88133871,0.467468863,0.109267412,4.278209345,1.88E-05,0.000882158,yes
AT3G18710,254.7435639,-0.351597282,0.082212606,-4.276683313,1.90E-05,0.000886187,yes
AT4G20960,607.8175169,-0.152383627,0.035641325,-4.275475879,1.91E-05,0.000888965,yes
AT5G13200,304.391166,0.498825704,0.11672875,4.273374854,1.93E-05,0.000895338,yes
AT5G07090,3644.19971,-0.184651538,0.043220471,-4.27231667,1.93E-05,0.000897549,yes
AT2G14880,752.5352599,-0.216028986,0.050577625,-4.271236292,1.94E-05,0.000897815,yes
AT2G42890,223.4587828,0.287164327,0.067240068,4.270732277,1.95E-05,0.000897815,yes
AT3G15110,540.0566697,-0.173528757,0.040622543,-4.271735471,1.94E-05,0.000897815,yes
AT3G25610,120.5761025,0.661704473,0.155238605,4.262499485,2.02E-05,0.000929447,yes
AT3G53890,1573.119751,-0.204504418,0.047993668,-4.261070828,2.03E-05,0.000933303,yes
AT3G20670,318.1897797,-0.336735152,0.079094679,-4.25736798,2.07E-05,0.000944636,yes
AT3G48730,2700.052815,-0.196738762,0.046208363,-4.257644086,2.07E-05,0.000944636,yes
AT5G57170,252.7344533,-0.254106001,0.059713637,-4.255409852,2.09E-05,0.000950809,yes
AT3G19590,160.5836819,-0.226154902,0.053168877,-4.253520387,2.10E-05,0.0009546,yes
AT4G01010,65.29121304,0.414550386,0.097450259,4.253969074,2.10E-05,0.0009546,yes
AT1G34260,617.3564955,0.194166339,0.045666356,4.251846596,2.12E-05,0.000954989,yes
AT3G61780,579.0672498,-0.191962658,0.045145204,-4.252116318,2.12E-05,0.000954989,yes
AT5G28750,1226.983507,-0.187108448,0.044010568,-4.25144361,2.12E-05,0.000954989,yes
AT5G65910,408.9416528,0.21194262,0.04984732,4.251835832,2.12E-05,0.000954989,yes
AT4G25270,80.88036251,-0.330328493,0.07770967,-4.250802918,2.13E-05,0.000955616,yes
AT2G24090,2460.95702,-0.200313977,0.04713153,-4.250105579,2.14E-05,0.000956489,yes
AT5G20190,4847.644802,0.228952319,0.053889003,4.248590703,2.15E-05,0.000960867,yes
AT3G49010,4412.51583,-0.197976899,0.046605585,-4.247922204,2.16E-05,0.000961629,yes
AT1G21980,783.027727,0.171947826,0.040495438,4.24610365,2.18E-05,0.000967347,yes
AT1G23870,107.1785111,0.404796653,0.095405768,4.242894948,2.21E-05,0.000979149,yes
AT3G51720,177.3177065,-0.232442628,0.054852005,-4.237632331,2.26E-05,0.000998029,yes
AT5G25350,570.0008989,0.221539979,0.052277392,4.237777942,2.26E-05,0.000998029,yes
AT2G15560,379.5581699,0.208090343,0.049124415,4.235986214,2.28E-05,0.001001027,yes
AT5G07610,48.94937554,0.478156343,0.112873138,4.236227976,2.27E-05,0.001001027,yes
AT5G62130,1080.90127,-0.229211854,0.054162518,-4.23192756,2.32E-05,0.00101707,yes
AT1G48480,940.572546,-0.261372372,0.061803936,-4.229057085,2.35E-05,0.00102359,yes
AT3G17970,708.529755,-0.215600705,0.0509868,-4.228559287,2.35E-05,0.00102359,yes
AT3G25920,6491.801775,-0.195846791,0.046312971,-4.228767558,2.35E-05,0.00102359,yes
AT4G35250,3840.09581,-0.130751069,0.030913753,-4.229543657,2.34E-05,0.00102359,yes
AT5G57630,232.8006975,0.381101383,0.090136229,4.228059996,2.36E-05,0.001023676,yes
AT1G10960,7099.00049,-0.326667139,0.077293762,-4.226306657,2.38E-05,0.001029486,yes
AT1G69490,59.78629633,0.608748821,0.144057244,4.225742511,2.38E-05,0.001029878,yes
AT3G08720,156.9440548,0.785859587,0.186039075,4.224164138,2.40E-05,0.001034924,yes
AT3G55880,128.0258445,0.474730792,0.112415775,4.222990862,2.41E-05,0.001037925,yes
AT5G59820,74.85162468,1.988488114,0.470920105,4.222559391,2.42E-05,0.001037925,yes
AT1G13260,262.9374428,0.787399924,0.186504044,4.221891964,2.42E-05,0.001038427,yes
AT1G76680,1080.587537,0.550659185,0.130441543,4.221501617,2.43E-05,0.001038427,yes
AT3G19553,532.6300367,0.193377981,0.045818199,4.220549588,2.44E-05,0.001040636,yes
AT1G64510,3636.403595,-0.192215702,0.04555053,-4.219834609,2.44E-05,0.001041221,yes
AT3G63510,242.3229656,-0.257939671,0.061130684,-4.219479547,2.45E-05,0.001041221,yes
AT1G51310,299.1453072,-0.237924073,0.056435663,-4.215846169,2.49E-05,0.001055659,yes
AT1G76580,396.1925781,0.284731089,0.067544915,4.215433378,2.49E-05,0.001055659,yes
AT3G62530,3458.114969,-0.211129147,0.050102491,-4.21394508,2.51E-05,0.001058478,yes
AT5G44650,1579.107634,-0.114453906,0.027161072,-4.213895054,2.51E-05,0.001058478,yes
AT5G48720,141.5030941,0.651586127,0.154714188,4.211547332,2.54E-05,0.001067331,yes
AT1G08540,2118.564836,-0.129574026,0.030806073,-4.206119577,2.60E-05,0.001088778,yes
AT4G29920,117.8439999,-0.291172765,0.069219354,-4.206522399,2.59E-05,0.001088778,yes
AT3G19050,322.6778503,-0.250618329,0.059595953,-4.205291085,2.61E-05,0.00109053,yes
AT5G18310,224.4518344,0.258187987,0.061405823,4.20461731,2.62E-05,0.001091542,yes
AT1G60550,1540.432991,-0.203674251,0.048457549,-4.203147999,2.63E-05,0.00109417,yes
AT4G34670,2785.037569,-0.158646491,0.037743203,-4.203312848,2.63E-05,0.00109417,yes
AT2G26930,675.0647573,-0.141960413,0.033781647,-4.202294011,2.64E-05,0.001096071,yes
AT1G20220,924.5069359,-0.210035132,0.050029052,-4.198263265,2.69E-05,0.001113491,yes
AT2G40550,236.4063382,-0.225737057,0.053788283,-4.196770116,2.71E-05,0.001116789,yes
AT4G39460,648.4337972,-0.169399835,0.040365257,-4.196674232,2.71E-05,0.001116789,yes
AT3G11630,9032.256417,-0.189847863,0.04527286,-4.19341445,2.75E-05,0.001128398,yes
AT5G14800,1013.889134,-0.215787772,0.051458091,-4.193466316,2.75E-05,0.001128398,yes
AT2G43360,710.7643446,-0.166573357,0.039727732,-4.192873533,2.75E-05,0.001128818,yes
AT4G28350,63.66052483,0.531224181,0.126734936,4.191615981,2.77E-05,0.001132815,yes
AT4G30780,280.4524462,0.188509356,0.04499762,4.189318324,2.80E-05,0.001142052,yes
AT1G60140,230.7617133,0.369558058,0.088238369,4.18817868,2.81E-05,0.001145505,yes
AT4G23800,479.2598384,-0.279198102,0.066672799,-4.187586348,2.82E-05,0.001146205,yes
AT2G18193,14.49280442,1.139441312,0.272337405,4.183932469,2.87E-05,0.001157861,yes
AT4G30950,7280.08532,-0.130319225,0.031144705,-4.184313953,2.86E-05,0.001157861,yes
AT5G57280,304.1029943,-0.230845231,0.055171432,-4.184144288,2.86E-05,0.001157861,yes
AT1G01550,1843.727259,0.141742695,0.033887128,4.182788701,2.88E-05,0.001161399,yes
AT2G46660,90.25798774,-0.339404726,0.081203004,-4.17970653,2.92E-05,0.00117223,yes
AT4G17940,391.5936981,0.173207228,0.041443761,4.179331801,2.92E-05,0.00117223,yes
AT5G46330,139.4877651,0.661797305,0.158347585,4.179396251,2.92E-05,0.00117223,yes
AT4G28400,412.7202389,0.264725161,0.063348342,4.178880689,2.93E-05,0.00117225,yes
AT2G02180,501.1622455,0.272450537,0.065227647,4.176918043,2.95E-05,0.001180088,yes
AT2G27500,216.6828878,0.440305109,0.105436233,4.176032231,2.97E-05,0.001181664,yes
AT5G57930,2251.848752,-0.124285351,0.029763788,-4.175723598,2.97E-05,0.001181664,yes
AT4G09040,1057.225215,-0.169731701,0.040665724,-4.17382708,3.00E-05,0.001189226,yes
AT1G07650,1275.775286,0.238660485,0.057189612,4.173144016,3.00E-05,0.001190478,yes
AT4G02920,4427.023226,-0.122595306,0.029387081,-4.171741503,3.02E-05,0.001195505,yes
AT2G30150,489.4004801,-0.234825458,0.056301526,-4.170854241,3.03E-05,0.001195526,yes
AT3G61670,472.7323217,-0.172887883,0.04144841,-4.171158378,3.03E-05,0.001195526,yes
AT5G67080,26.04826711,2.228677165,0.534516601,4.169519076,3.05E-05,0.00120023,yes
AT3G56980,31.46029113,-1.200659294,0.288135571,-4.166994344,3.09E-05,0.001211257,yes
AT1G16790,132.3273811,-0.273976933,0.065780486,-4.165018403,3.11E-05,0.001217444,yes
AT1G64150,646.6425264,-0.166508573,0.039982681,-4.164517421,3.12E-05,0.001217444,yes
AT2G32230,1136.341561,-0.198219068,0.047592337,-4.164936658,3.11E-05,0.001217444,yes
AT5G67200,241.3680766,-0.278254983,0.066831475,-4.163531991,3.13E-05,0.001220375,yes
AT1G66160,70.19748534,0.914098209,0.219580007,4.162939149,3.14E-05,0.001221214,yes
AT4G15760,312.7234853,0.534295719,0.128362997,4.162381148,3.15E-05,0.001221871,yes
AT2G43560,2015.222635,-0.159439825,0.038320357,-4.160708258,3.17E-05,0.001226185,yes
AT5G27450,193.1963921,-0.231202674,0.055566355,-4.160839272,3.17E-05,0.001226185,yes
AT1G45230,923.9446179,-0.170817995,0.041084047,-4.157769433,3.21E-05,0.00123971,yes
AT3G54220,586.2468223,-0.165646415,0.03985271,-4.156465539,3.23E-05,0.001244446,yes
AT4G19140,201.950915,0.211312942,0.050850299,4.155588967,3.24E-05,0.00124687,yes
AT3G26500,20.88073669,0.94761913,0.228087069,4.154637684,3.26E-05,0.001249711,yes
AT1G22280,492.5486958,0.258552004,0.062290253,4.150761791,3.31E-05,0.001263038,yes
AT2G47500,414.3671964,-0.202806738,0.048858888,-4.150866828,3.31E-05,0.001263038,yes
AT3G46740,2533.314165,-0.212033647,0.051086362,-4.150494146,3.32E-05,0.001263038,yes
AT5G26751,707.3092147,0.152208222,0.036669022,4.150866688,3.31E-05,0.001263038,yes
AT2G20010,377.7573298,0.172750802,0.041645879,4.148088745,3.35E-05,0.001271625,yes
AT5G57510,11.87744932,2.463900792,0.593948068,4.148343808,3.35E-05,0.001271625,yes
AT2G39360,236.3344298,0.304402306,0.073402211,4.147045441,3.37E-05,0.001275057,yes
AT1G53320,471.3976223,0.248579129,0.059950034,4.146438467,3.38E-05,0.001276068,yes
AT1G08520,4812.71504,-0.168228578,0.040580016,-4.145601562,3.39E-05,0.001278366,yes
AT1G13730,686.4212179,-0.154938552,0.037406787,-4.141990437,3.44E-05,0.001296016,yes
AT3G04710,295.1606553,-0.230496209,0.055676425,-4.139924708,3.47E-05,0.001296016,yes
